[ 남양주진건지구S-1BL공동주택건설공사 ],,,,,,,,,,,,,,,,
품      명,규      격,단위,내     역     서,,,,,,,,,비  고,,,,
PD_08X21/74/터닝도어/합성수지,0.800 x 2.100 = 1.680,EA,,"272,509",-,"14,341",-,-,-,"286,850",-,,,,,
PL_08X11/74/일면무늬목래핑,0.800 x 1.100 = 0.880,EA,,"290,081",-,"15,266",-,-,-,"305,347",-,,,,,
"WDF_09X21/74/F:래핑,D:래핑",0.900 x 2.100 = 1.890,EA,,"128,012",-,"54,862",-,-,-,"182,874",-,,,,,
"WDF_10X21/74/F:래핑,D:래핑",1.000 x 2.100 = 2.100,EA,,"130,207",-,"55,803",-,-,-,"186,010",-,,,,,
WFF_8.5X21/74/F:래핑,0.850 x 2.100 = 1.785,EA,,"69,492",-,"29,782",-,-,-,"99,274",-,,,,,
"D2_10X22/74-기본형/F1.6t도장,D0.8t/EGI",1.000 x 2.200 = 2.200,EA,,"190,960",-,"40,590",-,"7,150",-,"238,700",-,,,,,
"DF_07X21/74-기본형/F:래핑,D:래핑",0.700 x 2.100 = 1.470,EA,,"142,642",-,"61,132",-,-,-,"203,774",-,,,,,
"DF_08X21/74-기본형/F:래핑,D:래핑",0.800 x 2.100 = 1.680,EA,,"145,236",-,"62,244",-,-,-,"207,480",-,,,,,
DP_16X12/74-기본형/일면무늬목래핑,1.600 x 1.200 = 1.920,EA,,"181,474",-,"9,551",-,-,-,"191,025",-,,,,,
DP_16X25/74-기본형/일면무늬목래핑,1.600 x 2.500 = 4.000,EA,,"288,988",-,"15,209",-,-,-,"304,197",-,,,,,
DP_18X25/74-기본형/일면무늬목래핑,1.800 x 2.500 = 4.500,EA,,"307,255",-,"16,171",-,-,-,"323,426",-,,,,,
DP_30X25/74-기본형/일면무늬목래핑,3.000 x 2.500 = 7.500,EA,,"393,129",-,"20,691",-,-,-,"413,820",-,,,,,
"FSD_08X21/74-기본형/F1.6t도장,D0.8t/EGI",0.800 x 2.100 = 1.680,EA,,"224,908",-,"41,038",-,"8,199",-,"274,145",-,,,,,
PL_08X11/74-기본형/일면무늬목래핑,0.800 x 1.100 = 0.880,EA,,"290,081",-,"15,266",-,-,-,"305,347",-,,,,,
"WDF_09X21/74-기본형/F:래핑,D:래핑",0.900 x 2.100 = 1.890,EA,,"128,012",-,"54,862",-,-,-,"182,874",-,,,,,
"WDF_10X21/74-기본형/F:래핑,D:래핑",1.000 x 2.100 = 2.100,EA,,"130,207",-,"55,803",-,-,-,"186,010",-,,,,,
WFF_8.5X21/74-기본형/F:래핑,0.850 x 2.100 = 1.785,EA,,"69,492",-,"29,782",-,-,-,"99,274",-,,,,,
BPW_09X12/84A/일면무늬목래핑,0.900 x 1.200 = 1.080,EA,,"249,080",-,"13,108",-,-,-,"262,188",-,,,,,
BPW_18X12/84A/일면무늬목래핑,1.800 x 1.200 = 2.160,EA,,"346,469",-,"18,234",-,-,-,"364,703",-,,,,,
BPW_33X21/84A/일면무늬목래핑,3.300 x 2.100 = 6.930,EA,,"807,403",-,"42,494",-,-,-,"849,897",-,,,,,
BP_16X12/84A/일면무늬목래핑,1.600 x 1.200 = 1.920,EA,,"173,929",-,"9,154",-,-,-,"183,083",-,,,,,
BP_18X21/84A/일면무늬목래핑,1.800 x 2.100 = 3.780,EA,,"276,678",-,"14,561",-,-,-,"291,239",-,,,,,
"D2_10X22/84A/F1.6t도장,D0.8t/EGI",1.000 x 2.200 = 2.200,EA,,"190,960",-,"40,590",-,"7,150",-,"238,700",-,,,,,
"DF_07X21/84A/F:래핑,D:래핑",0.700 x 2.100 = 1.470,EA,,"142,642",-,"61,132",-,-,-,"203,774",-,,,,,
"DF_08X21/84A/F:래핑,D:래핑",0.800 x 2.100 = 1.680,EA,,"145,236",-,"62,244",-,-,-,"207,480",-,,,,,
DP_16X25/84A/일면무늬목래핑,1.600 x 2.500 = 4.000,EA,,"288,988",-,"15,209",-,-,-,"304,197",-,,,,,
DP_18X25/84A/일면무늬목래핑,1.800 x 2.500 = 4.500,EA,,"307,255",-,"16,171",-,-,-,"323,426",-,,,,,
"FSDS_08X21/84A/F1.6t도장,D0.8t/EGI",0.800 x 2.100 = 1.680,EA,,"224,908",-,"40,728",-,"8,199",-,"273,835",-,,,,,
PL_08X11/84A/일면무늬목래핑,0.800 x 1.100 = 0.880,EA,,"290,081",-,"15,266",-,-,-,"305,347",-,,,,,
"WDF_09X21/84A/F:래핑,D:래핑",0.900 x 2.100 = 1.890,EA,,"128,012",-,"54,862",-,-,-,"182,874",-,,,,,
"WDF_10X21/84A/F:래핑,D:래핑",1.000 x 2.100 = 2.100,EA,,"130,207",-,"55,803",-,-,-,"186,010",-,,,,,
WFF_8.5X21/84A/F:래핑,0.850 x 2.100 = 1.785,EA,,"69,492",-,"29,782",-,-,-,"99,274",-,,,,,
"D2_10X22/84A-기본형/F1.6t도장,D0.8t/EGI",1.000 x 2.200 = 2.200,EA,,"190,960",-,"40,590",-,"7,150",-,"238,700",-,,,,,
"DF_07X21/84A-기본형/F:래핑,D:래핑",0.700 x 2.100 = 1.470,EA,,"142,642",-,"61,132",-,-,-,"203,774",-,,,,,
"DF_08X21/84A-기본형/F:래핑,D:래핑",0.800 x 2.100 = 1.680,EA,,"145,236",-,"62,244",-,-,-,"207,480",-,,,,,
DP_16X25/84A-기본형/일면무늬목래핑,1.600 x 2.500 = 4.000,EA,,"288,988",-,"15,209",-,-,-,"304,197",-,,,,,
DP_18X25/84A-기본형/일면무늬목래핑,1.800 x 2.500 = 4.500,EA,,"307,255",-,"16,171",-,-,-,"323,426",-,,,,,
DP_33X25/84A-기본형/일면무늬목래핑,3.300 x 2.500 = 8.250,EA,,"469,173",-,"24,692",-,-,-,"493,865",-,,,,,
"FSD_08X21/84A-기본형/F1.6t도장,D0.8t/EGI",0.800 x 2.100 = 1.680,EA,,"224,908",-,"41,038",-,"8,199",-,"274,145",-,,,,,
PL_08X11/84A-기본형/일면무늬목래핑,0.800 x 1.100 = 0.880,EA,,"290,081",-,"15,266",-,-,-,"305,347",-,,,,,
"WDF_09X21/84A-기본형/F:래핑,D:래핑",0.900 x 2.100 = 1.890,EA,,"128,012",-,"54,862",-,-,-,"182,874",-,,,,,
"WDF_10X21/84A-기본형/F:래핑,D:래핑",1.000 x 2.100 = 2.100,EA,,"130,207",-,"55,803",-,-,-,"186,010",-,,,,,
WFF_8.5X21/84A-기본형/F:래핑,0.850 x 2.100 = 1.785,EA,,"69,492",-,"29,782",-,-,-,"99,274",-,,,,,
BPW_12X12/84B/일면무늬목래핑,1.200 x 1.200 = 1.440,EA,,"280,352",-,"14,755",-,-,-,"295,107",-,,,,,
BPW_18X12/84B/일면무늬목래핑,1.800 x 1.200 = 2.160,EA,,"346,469",-,"18,234",-,-,-,"364,703",-,,,,,
BPW_33X21/84B/일면무늬목래핑,3.300 x 2.100 = 6.930,EA,,"807,403",-,"42,494",-,-,-,"849,897",-,,,,,
BP_16X21/84B/일면무늬목래핑,1.600 x 2.100 = 3.360,EA,,"258,512",-,"13,605",-,-,-,"272,117",-,,,,,
BP_18X21/84B/일면무늬목래핑,1.800 x 2.100 = 3.780,EA,,"276,678",-,"14,561",-,-,-,"291,239",-,,,,,
"D2_10X22/84B/F1.6t도장,D0.8t/EGI",1.000 x 2.200 = 2.200,EA,,"190,960",-,"40,590",-,"7,150",-,"238,700",-,,,,,
"DF_07X21/84B/F:래핑,D:래핑",0.700 x 2.100 = 1.470,EA,,"142,642",-,"61,132",-,-,-,"203,774",-,,,,,
"DF_08X21/84B/F:래핑,D:래핑",0.800 x 2.100 = 1.680,EA,,"145,236",-,"62,244",-,-,-,"207,480",-,,,,,
DP_16X25/84B/일면무늬목래핑,1.600 x 2.500 = 4.000,EA,,"288,988",-,"15,209",-,-,-,"304,197",-,,,,,
DP_18X25/84B/일면무늬목래핑,1.800 x 2.500 = 4.500,EA,,"307,255",-,"16,171",-,-,-,"323,426",-,,,,,
"FSD_08X21/84B/F1.6t도장,D0.8t/EGI",0.800 x 2.100 = 1.680,EA,,"224,908",-,"41,038",-,"8,199",-,"274,145",-,,,,,
PL_08X11/84B/일면무늬목래핑,0.800 x 1.100 = 0.880,EA,,"290,081",-,"15,266",-,-,-,"305,347",-,,,,,
"WDF_09X21/84B/F:래핑,D:래핑",0.900 x 2.100 = 1.890,EA,,"128,012",-,"54,862",-,-,-,"182,874",-,,,,,
"WDF_10X21/84B/F:래핑,D:래핑",1.000 x 2.100 = 2.100,EA,,"130,207",-,"55,803",-,-,-,"186,010",-,,,,,
WFF_8.5X21/84B/F:래핑,0.850 x 2.100 = 1.785,EA,,"69,492",-,"29,782",-,-,-,"99,274",-,,,,,
"AGW_09X21/80+80mm불소수지,G",0.900 x 2.100 = 1.890,EA,,"216,205",-,"99,781",-,"16,643",-,"332,629",-,,,,,
"AGW_12X15/80+80mm불소수지,S+G",1.200 x 1.500 = 1.800,EA,,"302,605",-,"139,663",-,"23,277",-,"465,545",-,,,,,
"AGW_12X21/80+80mm불소수지,G",1.200 x 2.100 = 2.520,EA,,"283,107",-,"130,691",-,"21,813",-,"435,611",-,,,,,
ASD_19X30/자동문및유리포함,1.990 x 3.000 = 5.970,EA,,"1,389,830",-,"496,360",-,"99,265",-,"1,985,455",-,,,,,
ASD_30X30/자동문및유리포함,3.000 x 3.000 = 9.000,EA,,"2,095,221",-,"748,282",-,"149,646",-,"2,993,149",-,,,,,
ASD_31X30/자동문및유리포함,3.150 x 3.000 = 9.450,EA,,"2,199,982",-,"785,696",-,"157,129",-,"3,142,807",-,,,,,
ASD_108X58/자동문및유리포함,10.080 x 5.840 = 63.597,EA,,"6,736,210",-,"2,405,780",-,"481,130",-,"9,623,120",-,,,,,
ASD_112X58/자동문및유리포함,11.290 x 5.840 = 65.933,EA,,"6,936,930",-,"2,477,410",-,"495,430",-,"9,909,770",-,,,,,
AW_09X22/80mm불소수지,0.900 x 2.200 = 1.980,EA,,"178,882",-,"82,511",-,"13,750",-,"275,143",-,,,,,
AW_12X12/80mm불소수지,1.200 x 1.200 = 1.440,EA,,"118,910",-,"50,556",-,"11,572",-,"181,038",-,,,,,
AW_12X21/80mm불소수지,1.200 x 2.100 = 2.520,EA,,"200,596",-,"92,543",-,"15,400",-,"308,539",-,,,,,
AW_12X21'1/80mm불소수지,1.200 x 2.100 = 2.520,EA,,"200,596",-,"92,543",-,"15,400",-,"308,539",-,,,,,
AW_12X22/80mm불소수지,1.200 x 2.200 = 2.640,EA,,"200,596",-,"92,543",-,"15,400",-,"308,539",-,,,,,
AW_18X22/80mm불소수지,1.860 x 2.200 = 4.092,EA,,"230,890",-,"106,601",-,"17,677",-,"355,168",-,,,,,
AW_28X22/80mm불소수지,2.875 x 2.200 = 6.325,EA,,"219,516",-,"101,332",-,"16,852",-,"337,700",-,,,,,
FAW_12X8/80mm불소수지,1.200 x 0.800 = 0.960,EA,,"62,656",-,"28,952",-,"4,851",-,"96,459",-,,,,,
"FSD_11X22/F1.6t도장,D0.8t/EGI",1.100 x 2.200 = 2.420,EA,,"323,973",-,"59,115",-,"11,810",-,"394,898",-,,,,,
"FSD_13X22/F1.6t도장,D0.8t/EGI",1.300 x 2.200 = 2.860,EA,,"382,877",-,"69,863",-,"13,957",-,"466,697",-,,,,,
SD_4X4/볼트조임식,0.400 x 0.400 =0.160,EA,,"20,471",-,"7,909",-,825,-,"29,205",-,,,,,
SD_4.5X1.5/볼트조임식,0.450 x 0.150 =0.067,EA,,"18,095",-,"6,974",-,770,-,"25,839",-,,,,,
"SD_08X12/F1.6t도장,D0.8t/EGI",0.800 x 1.200 = 0.960,EA,,"79,618",-,"30,701",-,"3,410",-,"113,729",-,,,,,
"SD_09X21/F1.6t도장,D0.8t/EGI",0.900 x 2.100 = 1.890,EA,,"129,269",-,"46,168",-,"9,233",-,"184,670",-,,,,,
"SD_10X22/F1.6t도장,D0.8t/EGI",1.000 x 2.200 = 2.200,EA,,"153,593",-,"54,854",-,"10,970",-,"219,417",-,,,,,
SSD_12X22/100mm스텐레스후레임,1.200 x 2.200 = 2.640,EA,,"231,616",-,"89,331",-,"9,922",-,"330,869",-,,,,,
SSW_21X30/100mm스텐레스후레임,2.145 x 3.000 = 6.435,EA,,"506,660",-,"195,426",-,"21,714",-,"723,800",-,,,,,
SSW_27X30/100mm스텐레스후레임,2.770 x 3.000 = 8.310,EA,,"542,850",-,"209,385",-,"23,265",-,"775,500",-,,,,,
SSW_33X30/100mm스텐레스후레임,3.300 x 3.000 = 9.900,EA,,"615,230",-,"237,303",-,"26,367",-,"878,900",-,,,,,
"WD_7.5X21/F:조합P,D:우레탄P/맘스라운지",0.750 x 2.100 = 1.575,EA,,"102,366",-,"59,708",-,"8,525",-,"170,599",-,,,,,
"AG_09X20/59A/100mm불소수지,G",0.870 x 1.970 = 1.713,EA,,"305,100",-,"94,500",-,"67,500",-,"467,100",-,,,,,
"D2_11X22/59A/F1.6t도장,D0.8t/EGI",1.100 x 2.200 = 2.420,EA,,"229,320",-,"88,452",-,"9,828",-,"327,600",-,,,,,
PD_07X21/59A/합성수지,0.700 x 2.124 = 1.486,EA,,"358,171",-,"18,810",-,-,-,"376,981",-,,,,,
DP_15X24/59A/합성수지,1.470 x 2.485 = 3.652,EA,,"230,373",-,"12,089",-,-,-,"242,462",-,,,,,
BPW_09X10/59A/합성수지,0.870 x 1.050 = 0.913,EA,,"442,740",-,"23,265",-,-,-,"466,005",-,,,,,
BPW_12X11/59A/합성수지,1.170 x 1.140 = 1.333,EA,,"369,270",-,"19,455",-,-,-,"388,725",-,,,,,
BPW_12X05/59A/합성수지,1.170 x 0.570 = 0.666,EA,,"159,900",-,"8,500",-,-,-,"168,400",-,,,,,
BPW_12X18/59A/합성수지,1.170 x 1.770 = 2.070,EA,,"633,645",-,"33,405",-,-,-,"667,050",-,,,,,
BPW_15X18/59A/합성수지,1.470 x 1.770 = 2.601,EA,,"672,990",-,"35,385",-,-,-,"708,375",-,,,,,
BPW_27X18/59A/합성수지,2.670 x 1.770 = 4.725,EA,,"966,690",-,"50,895",-,-,-,"1,017,585",-,,,,,
DF_7.5X21/59A/ABS도어/F:래핑,0.750 x 2.100 = 1.575,EA,,"120,978",-,"70,564",-,"10,075",-,"201,617",-,,,,,
"WDF_09X21/59A/F:래핑,D:래핑",0.900 x 2.100 = 1.890,EA,,"128,012",-,"54,862",-,-,-,"182,874",-,,,,,
"WDF_09X21_1/59A/터닝도어/F:래핑,D:래핑",0.900 x 2.100 = 1.890,EA,,"131,852",-,"76,916",-,"10,976",-,"219,744",-,,,,,
"AG_09X20/59A-기본형/100mm불소수지,G",0.870 x 1.970 = 1.713,EA,,"305,100",-,"94,500",-,"67,500",-,"467,100",-,,,,,
"D2_11X22/59A-기본형/F1.6t도장,D0.8t/EGI",1.100 x 2.200 = 2.420,EA,,"229,320",-,"88,452",-,"9,828",-,"327,600",-,,,,,
"WDF_09X21_1/59A-기본형/터닝도어/F:래핑,D:래핑",0.900 x 2.100 = 1.890,EA,,"131,852",-,"76,916",-,"10,976",-,"219,744",-,,,,,
DP_15X24/59A-기본형/합성수지,1.470 x 2.485 = 3.652,EA,,"264,286",-,"13,959",-,-,-,"278,245",-,,,,,
DP_30X24/59A-기본형/합성수지,2.970 x 2.485 = 7.380,EA,,"416,592",-,"21,912",-,-,-,"438,504",-,,,,,
DF_7.5X21/59A-기본형/ABS도어/F:래핑,0.750 x 2.100 = 1.575,EA,,"120,978",-,"70,564",-,"10,075",-,"201,617",-,,,,,
"WDF_09X21/59A-기본형/F:래핑,D:래핑",0.900 x 2.100 = 1.890,EA,,"128,012",-,"54,862",-,-,-,"182,874",-,,,,,
"AG_09X20/74/100mm불소수지,G",0.870 x 1.970 = 1.713,EA,,"305,100",-,"94,500",-,"67,500",-,"467,100",-,,,,,
DP_15X24/74/합성수지,1.470 x 2.485 = 3.652,EA,,"230,373",-,"12,089",-,-,-,"242,462",-,,,,,
"FSD_07X21/74/F1.6t도장,D0.8t/EGI",0.700 x 2.100 = 1.470,EA,,"214,683",-,"39,172",-,"7,826",-,"261,681",-,,,,,
"D2_11X22/74/F1.6t도장,D0.8t/EGI",1.100 x 2.200 = 2.420,EA,,"229,320",-,"88,452",-,"9,828",-,"327,600",-,,,,,
PD_07X21/74/합성수지,0.700 x 2.124 = 1.486,EA,,"358,171",-,"18,810",-,-,-,"376,981",-,,,,,
PD_07X21_1/74/대피공간/합성수지,0.700 x 2.100 = 1.470,EA,,"488,415",-,"25,650",-,-,-,"514,065",-,,,,,
BPW_09X10/74/합성수지,0.870 x 1.050 = 0.913,EA,,"442,740",-,"23,265",-,-,-,"466,005",-,,,,,
BPW_12X11/74/합성수지,1.170 x 1.140 = 1.333,EA,,"369,270",-,"19,455",-,-,-,"388,725",-,,,,,
BPW_12X05/74/합성수지,1.170 x 0.570 = 0.666,EA,,"159,900",-,"8,500",-,-,-,"168,400",-,,,,,
BPW_12X18/74/합성수지,1.170 x 1.770 = 2.070,EA,,"633,645",-,"33,405",-,-,-,"667,050",-,,,,,
BPW_15X18/74/합성수지,1.470 x 1.770 = 2.601,EA,,"672,990",-,"35,385",-,-,-,"708,375",-,,,,,
BPW_33X18/74/합성수지,3.270 x 1.170 = 5.787,EA,,"1,052,565",-,"55,410",-,-,-,"1,107,975",-,,,,,
DF_7.5X21/74/ABS도어/F:래핑,0.750 x 2.100 = 1.575,EA,,"120,978",-,"70,564",-,"10,075",-,"201,617",-,,,,,
"WDF_09X21/74/F:래핑,D:래핑",0.900 x 2.100 = 1.890,EA,,"128,012",-,"54,862",-,-,-,"182,874",-,,,,,
"WDF_09X21_1/74/터닝도어/F:래핑,D:래핑",0.900 x 2.100 = 1.890,EA,,"131,852",-,"76,916",-,"10,976",-,"219,744",-,,,,,
"AG_09X20/74-기본형/100mm불소수지,G",0.870 x 1.970 = 1.713,EA,,"305,100",-,"94,500",-,"67,500",-,"467,100",-,,,,,
"FSD_07X21/74-기본형/F1.6t도장,D0.8t/EGI",0.700 x 2.100 = 1.470,EA,,"214,683",-,"39,172",-,"7,826",-,"261,681",-,,,,,
"D2_11X22/74-기본형/F1.6t도장,D0.8t/EGI",1.100 x 2.200 = 2.420,EA,,"229,320",-,"88,452",-,"9,828",-,"327,600",-,,,,,
PD_07X21_1/74-기본형/대피공간/합성수지,0.700 x 2.100 = 1.470,EA,,"488,415",-,"25,650",-,-,-,"514,065",-,,,,,
DP_15X24/74-기본형/합성수지,1.470 x 2.485 = 3.652,EA,,"264,286",-,"13,959",-,-,-,"278,245",-,,,,,
DP_30X24/74-기본형/합성수지,2.970 x 2.485 = 7.380,EA,,"416,592",-,"21,912",-,-,-,"438,504",-,,,,,
DF_7.5X21/74-기본형/ABS도어/F:래핑,0.750 x 2.100 = 1.575,EA,,"120,978",-,"70,564",-,"10,075",-,"201,617",-,,,,,
"WDF_09X21/74-기본형/F:래핑,D:래핑",0.900 x 2.100 = 1.890,EA,,"128,012",-,"54,862",-,-,-,"182,874",-,,,,,
"AG_09X20/84A/100mm불소수지,G",0.870 x 1.970 = 1.713,EA,,"305,100",-,"94,500",-,"67,500",-,"467,100",-,,,,,
"FSD_07X21/84A/F1.6t도장,D0.8t/EGI",0.700 x 2.100 = 1.470,EA,,"214,683",-,"39,172",-,"7,826",-,"261,681",-,,,,,
"D2_11X22/84A/F1.6t도장,D0.8t/EGI",1.100 x 2.200 = 2.420,EA,,"229,320",-,"88,452",-,"9,828",-,"327,600",-,,,,,
PD_07X21/84A/합성수지,0.700 x 2.124 = 1.486,EA,,"358,171",-,"18,810",-,-,-,"376,981",-,,,,,
PD_07X21/84A/대피공간/합성수지,0.700 x 2.100 = 1.470,EA,,"488,415",-,"25,650",-,-,-,"514,065",-,,,,,
DP_15X24/84A/합성수지,1.470 x 2.485 = 3.652,EA,,"230,373",-,"12,089",-,-,-,"242,462",-,,,,,
BPW_09X10/84A/합성수지,0.870 x 1.050 = 0.913,EA,,"442,740",-,"23,265",-,-,-,"466,005",-,,,,,
BPW_12X11/84A/합성수지,1.170 x 1.140 = 1.333,EA,,"369,270",-,"19,455",-,-,-,"388,725",-,,,,,
BPW_12X05/84A/합성수지,1.170 x 0.570 = 0.666,EA,,"159,900",-,"8,500",-,-,-,"168,400",-,,,,,
BPW_12X18/84A/합성수지,1.170 x 1.770 = 2.070,EA,,"633,645",-,"33,405",-,-,-,"667,050",-,,,,,
BPW_15X18/84A/합성수지,1.470 x 1.770 = 2.601,EA,,"672,990",-,"35,385",-,-,-,"708,375",-,,,,,
BPW_33X18/84A/합성수지,3.270 x 1.770 = 5.787,EA,,"1,052,565",-,"55,410",-,-,-,"1,107,975",-,,,,,
DF_7.5X21/84A/ABS도어/F:래핑,0.750 x 2.100 = 1.575,EA,,"120,978",-,"70,564",-,"10,075",-,"201,617",-,,,,,
"WDF_09X21/84A/F:래핑,D:래핑",0.900 x 2.100 = 1.890,EA,,"128,012",-,"54,862",-,-,-,"182,874",-,,,,,
"WDF_09X21_1/84A/터닝도어/F:래핑,D:래핑",0.900 x 2.100 = 1.890,EA,,"131,852",-,"76,916",-,"10,976",-,"219,744",-,,,,,
"AG_09X20/84P/100mm불소수지,G",0.870 x 1.970 = 1.713,EA,,"305,100",-,"94,500",-,"67,500",-,"467,100",-,,,,,
DP_15X24/84P/합성수지,1.470 x 2.470 = 3.652,EA,,"230,373",-,"12,089",-,-,-,"242,462",-,,,,,
"FSD_07X21/84P/F1.6t도장,D0.8t/EGI",0.700 x 2.100 = 1.470,EA,,"214,683",-,"39,172",-,"7,826",-,"261,681",-,,,,,
"D2_11X22/84P/F1.6t도장,D0.8t/EGI",1.100 x 2.200 = 2.420,EA,,"229,320",-,"88,452",-,"9,828",-,"327,600",-,,,,,
PD_07X21/84P/합성수지,0.700 x 2.124= 1.486,EA,,"358,171",-,"18,810",-,-,-,"376,981",-,,,,,
BPW_09X10/84P/합성수지,0.870 x 1.050 = 0.913,EA,,"442,740",-,"23,265",-,-,-,"466,005",-,,,,,
BPW_12X11/84P/합성수지,1.170 x 1.140 = 1.333,EA,,"369,270",-,"19,455",-,-,-,"388,725",-,,,,,
BPW_12X18/84P/합성수지,1.170 x 1.770 = 2.070,EA,,"633,645",-,"33,405",-,-,-,"667,050",-,,,,,
BPW_15X18/84P/합성수지,1.480 x 1.770 = 2.619,EA,,"672,990",-,"35,385",-,-,-,"708,375",-,,,,,
BPW_33X18/84P/합성수지,3.270 x 1.770 = 5.787,EA,,"1,052,565",-,"55,410",-,-,-,"1,107,975",-,,,,,
"WDF_09X21/84P/F:래핑,D:래핑",0.900 x 2.100 = 1.890,EA,,"131,852",-,"76,916",-,"10,976",-,"219,744",-,,,,,
DF_7.5X21/84P/ABS도어/F:래핑,0.750 x 2.100 = 1.575,EA,,"120,978",-,"70,564",-,"10,075",-,"201,617",-,,,,,
"WDF_09X21_1/84P/터닝도어/F:래핑,D:래핑",0.900 x 2.100 = 1.890,EA,,"131,852",-,"76,916",-,"10,976",-,"219,744",-,,,,,
"AG_09X20/84A-기본형/100mm불소수지,G",0.870 x 1.970 = 1.713,EA,,"305,100",-,"94,500",-,"67,500",-,"467,100",-,,,,,
"FSD_07X21/84A-기본형/F1.6t도장,D0.8t/EGI",0.700 x 2.100 = 1.470,EA,,"214,683",-,"39,172",-,"7,826",-,"261,681",-,,,,,
"D2_11X22/84A-기본형/F1.6t도장,D0.8t/EGI",1.100 x 2.200 = 2.420,EA,,"229,320",-,"88,452",-,"9,828",-,"327,600",-,,,,,
PD_07X21/84A-기본형/대피공간/합성수지,0.700 x 2.100 = 1.470,EA,,"488,415",-,"25,650",-,-,-,"514,065",-,,,,,
PD_09X21/84A-기본형/합성수지,0.900 x 2.100 = 1.890,EA,,"358,171",-,"18,810",-,-,-,"376,981",-,,,,,
DP_15X24/84A-기본형/합성수지,1.470 x 2.485 = 3.652,EA,,"264,286",-,"13,959",-,-,-,"278,245",-,,,,,
DP_30X24/84A-기본형/합성수지,2.970 x 2.485 = 7.380,EA,,"416,592",-,"21,912",-,-,-,"438,504",-,,,,,
DF_7.5X21/84A-기본형/ABS도어/F:래핑,0.750 x 2.100 = 1.575,EA,,"120,978",-,"70,564",-,"10,075",-,"201,617",-,,,,,
"WDF_09X21/84A-기본형/F:래핑,D:래핑",0.900 x 2.100 = 1.890,EA,,"128,012",-,"54,862",-,-,-,"182,874",-,,,,,
DP_15X24/84B/합성수지,1.470 x 2.485 = 3.652,EA,,"230,373",-,"12,089",-,-,-,"242,462",-,,,,,
BPW_09X10/84B/합성수지,0.870 x 1.050 = 0.913,EA,,"442,740",-,"23,265",-,-,-,"466,005",-,,,,,
BPW_12X11/84B/합성수지,1.170 x 1.140 = 1.333,EA,,"369,270",-,"19,455",-,-,-,"388,725",-,,,,,
BPW_12X05/84B/합성수지,1.170 x 0.570 = 0.666,EA,,"159,900",-,"8,500",-,-,-,"168,400",-,,,,,
BPW_12X18/84B/합성수지,1.170 x 1.770 = 2.070,EA,,"633,645",-,"33,405",-,-,-,"667,050",-,,,,,
BPW_15X18/84B/합성수지,1.470 x 1.770 = 2.601,EA,,"672,990",-,"35,385",-,-,-,"708,375",-,,,,,
BPW_33X18/84B/합성수지,3.270 x 1.770 = 5.787,EA,,"1,052,565",-,"55,410",-,-,-,"1,107,975",-,,,,,
"D2_11X22/84B/F1.6t도장,D0.8t/EGI",1.100 x 2.200 = 2.200,EA,,"229,320",-,"88,452",-,"9,828",-,"327,600",-,,,,,
"FSD_07X21/84B/F1.6t도장,D0.8t/EGI",0.700 x 2.100 = 1.470,EA,,"214,683",-,"39,172",-,"7,826",-,"261,681",-,,,,,
PD_07X21/84B/합성수지,0.700 x 2.124 = 1.486,EA,,"358,171",-,"18,810",-,-,-,"376,981",-,,,,,
PD_07X21_1/84B/대피공간/합성수지,0.700 x 2.100 = 1.470,EA,,"488,415",-,"25,650",-,-,-,"514,065",-,,,,,
"AG_09X20/84B/100mm불소수지,G",0.870 x 1.970 = 1.713,EA,,"305,100",-,"94,500",-,"67,500",-,"467,100",-,,,,,
DF_7.5X21/84B/ABS도어/F:래핑,0.750 x 2.100 = 1.575,EA,,"120,978",-,"70,564",-,"10,075",-,"201,617",-,,,,,
"WDF_09X21/84B/F:래핑,D:래핑",0.900 x 2.100 = 1.890,EA,,"128,012",-,"54,862",-,-,-,"182,874",-,,,,,
"WDF_09X21_1/84B/터닝도어/F:래핑,D:래핑",0.900 x 2.100 = 1.890,EA,,"131,852",-,"76,916",-,"10,976",-,"219,744",-,,,,,
"AGW_01/80mm불소수지,G",0.970 x 1.170 = 1.134,EA,54,"220,077","11,884,158","101,574","5,484,996","16,929","914,166","338,580","18,283,320",,,,,
"★AG_27X12.5A/AL루버,G",2.700 x 1.250 = 3.375,EA,27,"396,719","10,711,413","183,254","4,947,858","30,494","823,338","610,467","16,482,609",,,,,
"★PAG_01/100mm불소수지,G",3.300 x 3.270 = 10.791,EA,1,"1,268,442","1,268,442","585,924","585,924","97,499","97,499","1,951,865","1,951,865",,,,,
"★PAG_02/100mm불소수지,G",3.060 x 3.030 = 9.271,EA,1,"1,089,772","1,089,772","503,391","503,391","83,765","83,765","1,676,928","1,676,928",,,,,
"★PAG_03/100mm불소수지,G",2.800 x 2.770 = 7.756,EA,2,"911,689","1,823,378","421,131","842,262","70,077","140,154","1,402,897","2,805,794",,,,,
"★PAG_04/100mm불소수지,G",2.600 x 2.570 = 6.682,EA,1,"785,001","785,001","366,354","366,354","57,356","57,356","1,208,711","1,208,711",,,,,
"★PAG_05/100mm불소수지,G",2.480 x 2.450 = 6.076,EA,1,"714,211","714,211","329,911","329,911","54,898","54,898","1,099,020","1,099,020",,,,,
